NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,TYPE,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,,,,,
Figleaf Boutique,1406 E Carson St,Pittsburgh,PA,15203,40.4286571,-79.983834,4,15,1,TRUE,2,,,,TRUE,,"Shopping, Accessories, Fashion, Women's Clothing, Shoe Stores",Shopping,, Accessories, Fashion, Women's Clothing, Shoe Stores,,,,,,,,,,,,,,,,,,,
Savvy Fox,1900 Greentree Rd,Pittsburgh,PA,15220,40.3955213,-80.0673114,3,11,1,TRUE,2,,,,,,"Fashion, Shopping, Used, Vintage & Consignment",Fashion,, Shopping, Used, Vintage , Consignment,,,,,,,,,,,,,,,,,,,
Model Cleaners,1717 Cochran Rd,Pittsburgh,PA,15220,40.3925456,-80.0658031,2.5,3,1,TRUE,4,,no,,,,"Dry Cleaning & Laundry, Local Services, Laundry Services",Dry Cleaning ,, Laundry, Local Services, Laundry Services,,,,,,,,,,,,,,,,,,,,
Comfort Inn,4770 Steubenville Pike,Pittsburgh,PA,15205,40.448551,-80.104204,3.5,12,1,TRUE,2,,free,FALSE,,,"Hotels, Hotels & Travel, Event Planning & Services",Hotels,, Hotels , Travel, Event Planning , Services,,,,,,,,,,,,,,,,,,,
St Vincent De Paul Thrift Store,1730 Golden Mile Hwy,Monroeville,PA,15146,40.4411828,-79.7125993,3,9,1,TRUE,1,,,,,,"Thrift Stores, Shopping",Thrift Stores,, Shopping,,,,,,,,,,,,,,,,,,,,,,
Hook Fish & Chicken,11644 Frankstown Rd,Pittsburgh,PA,15235,40.4652145,-79.8272067,3,9,1,FALSE,1,none,no,FALSE,TRUE,,"Seafood, Restaurants, Fish & Chips",Seafood,, Restaurants, Fish , Chips,,,,,,,,,,,,,,,,,,,,
Five Guys,4899 William Penn Hwy,Murrysville,PA,15668,40.421954,-79.6615748,4,7,1,TRUE,2,none,no,,,,"American (New), Restaurants, Fast Food, Burgers",American (New),, Restaurants, Fast Food, Burgers,,,,,,,,,,,,,,,,,,,,
Crowne Plaza Pittsburgh West-Green Tree,401 Holiday Dr,Pittsburgh,PA,15220,40.421601,-80.058565,3,37,1,TRUE,2,,free,,,,"Resorts, Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces",Resorts,, Hotels, Hotels , Travel, Event Planning , Services, Venues , Event Spaces,,,,,,,,,,,,,,,,
Modern Mercantile,233 E Main St,Carnegie,PA,15106,40.408925,-80.084884,4.5,6,1,TRUE,2,,,,FALSE,,"Home & Garden, Gift Shops, Home Decor, Flowers & Gifts, Shopping",Home ,, Garden, Gift Shops, Home Decor, Flowers , Gifts, Shopping,,,,,,,,,,,,,,,,,
Sally Beauty Supply,4061 William Penn Hwy,Monroeville,PA,15146,40.4386544,-79.7703871,3,6,1,TRUE,2,,,,,,"Shopping, Cosmetics & Beauty Supply, Beauty & Spas",Shopping,, Cosmetics , Beauty Supply, Beauty , Spas,,,,,,,,,,,,,,,,,,,
Family Dollar Stores,5160 Penn Ave,Pittsburgh,PA,15224,40.46447,-79.9406,3,4,1,TRUE,1,,,,,,"Fashion, Department Stores, Shopping",Fashion,, Department Stores, Shopping,,,,,,,,,,,,,,,,,,,,,
Crazy Mocha,4525 Liberty Ave,Pittsburgh,PA,15224,40.46282,-79.9509219,3.5,28,1,TRUE,1,,free,,TRUE,,"Food, Coffee & Tea",Food,, Coffee , Tea,,,,,,,,,,,,,,,,,,,,,
Ryan's Auto Glass,1600 Forbes Ave,Pittsburgh,PA,15219,40.4373787,-79.9838948,5,4,1,TRUE,,,,,,,"Automotive, Auto Glass Services",Automotive,, Auto Glass Services,,,,,,,,,,,,,,,,,,,,,,
Hair by G & E,288 Morewood Ave,Pittsburgh,PA,15213,40.4543563,-79.9446292,4.5,35,1,TRUE,1,,,,,FALSE,"Beauty & Spas, Hair Salons",Beauty ,, Spas, Hair Salons,,,,,,,,,,,,,,,,,,,,,
LongHorn Steakhouse,200 Robinson Center Dr,Pittsburgh,PA,15205,40.45140258,-80.16183143,3.5,45,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Barbeque, Steakhouses, Restaurants, American (Traditional)",Barbeque,, Steakhouses, Restaurants, American (Traditional),,,,,,,,,,,,,,,,,,,,
Mayorga Coffee,1000 Airport Blvd,Coraopolis,PA,15108,40.49567365,-80.24622531,3,21,1,TRUE,1,,no,,,,"Coffee & Tea, Food",Coffee ,, Tea, Food,,,,,,,,,,,,,,,,,,,,,
Marks Massage Therapy and Pain Management,,Murrysville,PA,15668,40.464746,-79.6614376,3.5,6,1,,2,,,,,TRUE,"Reiki, Health & Medical, Physical Therapy, Doctors, Beauty & Spas, Reflexology, Massage, Massage Therapy, Pain Management",Reiki,, Health , Medical, Physical Therapy, Doctors, Beauty , Spas, Reflexology, Massage, Massage Therapy, Pain Management,,,,,,,,,,,,,
A.R Building,5700 Bryant St,Pittsburgh,PA,15206,40.4759386,-79.9211066,1,5,1,,,,,,,,"Real Estate, Home Services, Apartments",Real Estate,, Home Services, Apartments,,,,,,,,,,,,,,,,,,,,,
Fireside Inn,4214 Steubenville Pike,Pittsburgh,PA,15205,40.43990905,-80.08915266,4,10,1,TRUE,2,full_bar,no,,,,"Sports Bars, Restaurants, Nightlife, Fish & Chips, American (New), Bars",Sports Bars,, Restaurants, Nightlife, Fish , Chips, American (New), Bars,,,,,,,,,,,,,,,,,
The UPS Store,3945 Forbes Ave,Pittsburgh,PA,15213,40.4429845,-79.9552497,2,18,1,TRUE,,,,,,,"Shipping Centers, Printing Services, Local Services, Notaries, Mailbox Centers",Shipping Centers,, Printing Services, Local Services, Notaries, Mailbox Centers,,,,,,,,,,,,,,,,,,,
Pizza Romano,219 Atwood St,Pittsburgh,PA,15213,40.44064864,-79.95707776,2.5,29,1,TRUE,1,none,no,FALSE,,,"Italian, Desserts, Pizza, Restaurants, Food",Italian,, Desserts, Pizza, Restaurants, Food,,,,,,,,,,,,,,,,,,,
Top Nail,Crafton Ingram Shp Ctr,Pittsburgh,PA,15205,40.4418875,-80.0706803,4,3,1,TRUE,,,,,,FALSE,"Nail Salons, Beauty & Spas",Nail Salons,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
New Amsterdam,4421 Butler St,Lawrenceville,PA,15201,40.4721491,-79.9595543,3.5,104,1,TRUE,2,full_bar,free,,TRUE,,"Pubs, Nightlife, Bars, Dance Clubs",Pubs,, Nightlife, Bars, Dance Clubs,,,,,,,,,,,,,,,,,,,,
Society of St. Vincent De Paul Thrift Store,Coraopolis,Moon,PA,15108,40.5184013,-80.1667247,3,19,1,TRUE,1,,,,,,"Local Services, Religious Organizations, Community Service/Non-Profit, Thrift Stores, Shopping",Local Services,, Religious Organizations, Community Service/Non-Profit, Thrift Stores, Shopping,,,,,,,,,,,,,,,,,,,
The Bagel Factory,420 S Craig St,Pittsburgh,PA,15213,40.44453026,-79.94881868,2,183,1,TRUE,1,,free,,,,"Bagels, Food, Coffee & Tea",Bagels,, Food, Coffee , Tea,,,,,,,,,,,,,,,,,,,,
Shop n Save,"1130 Perry Hwy, Ste 24",Pittsburgh,PA,15237,40.5479566,-80.035645,2.5,3,1,TRUE,2,,,,,,"Food, Grocery",Food,, Grocery,,,,,,,,,,,,,,,,,,,,,,
Delicious Donuts,9600 Perry Hwy,Pittsburgh,PA,15237,40.58145094,-80.03701407,3.5,3,1,,,,,,,,"Donuts, Coffee Roasteries, Food",Donuts,, Coffee Roasteries, Food,,,,,,,,,,,,,,,,,,,,,
Weinstein Imaging Associates,"5500 Corporate Dr, Ste 100",Pittsburgh,PA,15237,40.563836,-80.024215,3,4,1,TRUE,,,,,,FALSE,"Health & Medical, Diagnostic Services, Diagnostic Imaging, Doctors",Health ,, Medical, Diagnostic Services, Diagnostic Imaging, Doctors,,,,,,,,,,,,,,,,,,,
The Pittsburgh Tour Company,445 S 27th St,Pittsburgh,PA,15203,40.4278786,-79.9659239,3.5,13,1,,,,,,,,"Tours, Hotels & Travel",Tours,, Hotels , Travel,,,,,,,,,,,,,,,,,,,,,
GFS Marketplace,3620 William Penn Hwy,Monroeville,PA,15146,40.431969,-79.7996428,4,4,1,TRUE,2,,,,,,"Wholesale Stores, Shopping, Food, Grocery",Wholesale Stores,, Shopping, Food, Grocery,,,,,,,,,,,,,,,,,,,,
Cold Stone Creamery,5800 Forbes Ave,Pittsburgh,PA,15217,40.43794243,-79.92283038,3,37,1,TRUE,2,,no,,TRUE,,"Custom Cakes, Cupcakes, Juice Bars & Smoothies, Food, Ice Cream & Frozen Yogurt",Custom Cakes,, Cupcakes, Juice Bars , Smoothies, Food, Ice Cream , Frozen Yogurt,,,,,,,,,,,,,,,,,
DICK'S Sporting Goods,"301 S Village Dr, Ste 201",Pittsburgh,PA,15241,40.343767,-80.056904,2,16,1,TRUE,3,,,,TRUE,,"Shopping, Sports Wear, Outdoor Gear, Fashion, Fitness/Exercise Equipment, Hunting & Fishing Supplies, Sporting Goods",Shopping,, Sports Wear, Outdoor Gear, Fashion, Fitness/Exercise Equipment, Hunting , Fishing Supplies, Sporting Goods,,,,,,,,,,,,,,,,
Loafers Bread Co,1153 Freeport Rd,Pittsburgh,PA,15238,40.48842371,-79.88054509,4,8,1,TRUE,1,none,no,,,,"Bakeries, Food, Cafes, Restaurants",Bakeries,, Food, Cafes, Restaurants,,,,,,,,,,,,,,,,,,,,
The Rowdy Buck,1325 E Carson,Pittsburgh,PA,15203,40.42884827,-79.98432159,3.5,8,0,TRUE,2,full_bar,,,,,"Bars, Nightlife",Bars,, Nightlife,,,,,,,,,,,,,,,,,,,,,,
Pad Thai Express,4422 Bigelow Blvd,Pittsburgh,PA,15213,40.4444668,-79.9548644,3.5,3,1,FALSE,1,none,no,,,,"Food Trucks, Food, Restaurants, Thai",Food Trucks,, Food, Restaurants, Thai,,,,,,,,,,,,,,,,,,,,
Belak Flowers,414 Main St,Irwin,PA,15642,40.33152,-79.71117,3,6,1,TRUE,2,,,,,,"Florists, Event Planning & Services, Floral Designers, Gift Shops, Flowers & Gifts, Home & Garden, Nurseries & Gardening, Shopping",Florists,, Event Planning , Services, Floral Designers, Gift Shops, Flowers , Gifts, Home , Garden, Nurseries , Gardening, Shopping,,,,,,,,,,,,
Norwin Veterinary Hospital,12411 Rte 30,Irwin,PA,15642,40.3362422,-79.7448761,1.5,3,1,,,,,,,,"Veterinarians, Pet Services, Pet Stores, Pets",Veterinarians,, Pet Services, Pet Stores, Pets,,,,,,,,,,,,,,,,,,,,
Faster,4898 Campbells Run Rd,Pittsburgh,PA,15205,40.4358721,-80.1434179,5,4,1,TRUE,,,,,,FALSE,"Health & Medical, Fitness & Instruction, Gyms, Trainers, Boot Camps, Active Life, Weight Loss Centers",Health ,, Medical, Fitness , Instruction, Gyms, Trainers, Boot Camps, Active Life, Weight Loss Centers,,,,,,,,,,,,,,,
Jiffy Lube,2854 Banksville Rd,Pittsburgh,PA,15216,40.4047579,-80.0393625,3.5,26,1,TRUE,,,,,,,"Automotive, Oil Change Stations",Automotive,, Oil Change Stations,,,,,,,,,,,,,,,,,,,,,,
Gregg's Heating & Cooling,2789 E Elfinwild Rd,Allison Park,PA,15101,40.554241,-79.94822,4,4,1,,,,,,,,"Heating & Air Conditioning/HVAC, Home Services",Heating ,, Air Conditioning/HVAC, Home Services,,,,,,,,,,,,,,,,,,,,,
Valvoline Instant Oil Change,3851 Washington Rd,McMurray,PA,15317,40.27349483,-80.12632996,3,5,1,,,,,,,,"Oil Change Stations, Auto Repair, Automotive",Oil Change Stations,, Auto Repair, Automotive,,,,,,,,,,,,,,,,,,,,,
Fine Wine & Good Spirits,722 Brookline Blvd,Pittsburgh,PA,15226,40.3941612,-80.021059,3,3,1,TRUE,2,,,,,,"Beer, Wine & Spirits, Food",Beer,, Wine , Spirits, Food,,,,,,,,,,,,,,,,,,,,
Danny McMahon's,185 Bradford Rd,Bradfordwoods,PA,15015,40.6380137,-80.0813427,4,8,0,TRUE,2,,,,TRUE,TRUE,"Hair Salons, Beauty & Spas, Barbers",Hair Salons,, Beauty , Spas, Barbers,,,,,,,,,,,,,,,,,,,,
Little Tokyo Bistro,2122 E Carson St,Pittsburgh,PA,15203,40.4281973,-79.9753305,4,115,1,TRUE,2,beer_and_wine,no,,TRUE,,"Korean, Restaurants, Sushi Bars, Japanese",Korean,, Restaurants, Sushi Bars, Japanese,,,,,,,,,,,,,,,,,,,,
Brow Art 23,301 South Hills Village,Pittsburgh,PA,15241,40.3434245,-80.0555871,3,4,1,TRUE,1,,,,,FALSE,"Eyelash Service, Beauty & Spas",Eyelash Service,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
The Pittsburgh Popcorn Company,100 Robinson Centre Dr,Pittsburgh,PA,15205,40.4545452,-80.15719441,2,4,1,TRUE,1,,,,,,"Popcorn Shops, Specialty Food, Local Flavor, Food",Popcorn Shops,, Specialty Food, Local Flavor, Food,,,,,,,,,,,,,,,,,,,,
Flats on Fifth,1655 5th Ave,Pittsburgh,PA,15219,40.4386444,-79.9828243,3.5,4,1,,,,,,,,"Property Management, Real Estate, Apartments, Home Services",Property Management,, Real Estate, Apartments, Home Services,,,,,,,,,,,,,,,,,,,,
Swing City,5604 Solway St,Pittsburgh,PA,15217,40.4426852,-79.9266587,4,4,1,,,,,,,,"Social Clubs, Arts & Entertainment",Social Clubs,, Arts , Entertainment,,,,,,,,,,,,,,,,,,,,,
Mt. Nebo Pizza Roma,1520 Mt Nebo Rd,Sewickley,PA,15143,40.553157,-80.106102,2.5,16,1,FALSE,2,none,no,,,,"Restaurants, Pizza",Restaurants,, Pizza,,,,,,,,,,,,,,,,,,,,,,
Olive Oil's Pizzeria,930 Brookline Blvd,Pittsburgh,PA,15226,40.3922727,-80.0184324,3,9,1,TRUE,1,,,,,,"Pizza, Restaurants",Pizza,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Party Cake Shop,706 Brookline Blvd,Pittsburgh,PA,15226,40.3945037,-80.0215239,4,25,1,TRUE,1,,,,,,"Bakeries, Food",Bakeries,, Food,,,,,,,,,,,,,,,,,,,,,,
Hampton Inn Pittsburgh University/Medical Center,3315 Hamlet St,Pittsburgh,PA,15213,40.4363985,-79.9632833,3,35,1,TRUE,2,,free,TRUE,,,"Hotels & Travel, Hotels, Event Planning & Services",Hotels ,, Travel, Hotels, Event Planning , Services,,,,,,,,,,,,,,,,,,,
Szmidt's Old World Deli,957 Liberty Ave,Pittsburgh,PA,15222,40.4434132,-79.9961509,4.5,22,0,TRUE,2,none,free,,TRUE,,"Restaurants, Delis",Restaurants,, Delis,,,,,,,,,,,,,,,,,,,,,,
My Big Fat Greek Gyro,431 Market St,Pittsburgh,PA,15222,40.4411343,-80.0026106,3,23,0,TRUE,1,none,,,,,"Greek, Restaurants",Greek,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
The Simple Greek,431 Market St,Pittsburgh,PA,15222,40.4411266,-80.0025216,3.5,69,1,TRUE,1,,,,,,"Restaurants, Greek",Restaurants,, Greek,,,,,,,,,,,,,,,,,,,,,,
BurghBurgers,3536 Saw Mill Run Blvd,Pittsburgh,PA,15227,40.3723038,-79.982203,4,9,1,TRUE,,,,,,,"Ice Cream & Frozen Yogurt, Restaurants, Chicken Shop, Burgers, Food",Ice Cream ,, Frozen Yogurt, Restaurants, Chicken Shop, Burgers, Food,,,,,,,,,,,,,,,,,,
Pizza Bistro,1625 Pennsylvania Ave,West Mifflin,PA,15122,40.361845,-79.858549,3.5,3,1,TRUE,,,,,,,"Restaurants, Salad, Pizza, Chicken Wings",Restaurants,, Salad, Pizza, Chicken Wings,,,,,,,,,,,,,,,,,,,,
Lindos Restaurant,947 Western Ave,Pittsburgh,PA,15233,40.4514362,-80.0183074,3.5,46,1,TRUE,1,none,no,FALSE,FALSE,,"Burgers, Breakfast & Brunch, Restaurants, Diners, Sandwiches, Food, Coffee & Tea, Greek",Burgers,, Breakfast , Brunch, Restaurants, Diners, Sandwiches, Food, Coffee , Tea, Greek,,,,,,,,,,,,,,
Penn Hills Rental Center,11125 Frankstown Rd,Penn Hills,PA,15235,40.467473,-79.837073,3.5,3,1,TRUE,,,,,,,"Appliances & Repair, Vacation Rentals, Machine & Tool Rental, Local Services, Hotels & Travel, Farming Equipment, Home & Garden, Shopping",Appliances ,, Repair, Vacation Rentals, Machine , Tool Rental, Local Services, Hotels , Travel, Farming Equipment, Home , Garden, Shopping,,,,,,,,,,,,
Pittsburgh FIT,210 Thomas St,Pittsburgh,PA,15221,40.4477255,-79.8913674,5,4,1,TRUE,,,,,,FALSE,"Gyms, Fitness & Instruction, Active Life",Gyms,, Fitness , Instruction, Active Life,,,,,,,,,,,,,,,,,,,,
Little Bear Construction,,Pittsburgh,PA,15243,40.3747044,-80.0702555,4,5,1,TRUE,,,,,,FALSE,"Damage Restoration, Shopping, Home Services, Home & Garden, Kitchen & Bath, Contractors, Handyman, Flooring, Painters",Damage Restoration,, Shopping, Home Services, Home , Garden, Kitchen , Bath, Contractors, Handyman, Flooring, Painters,,,,,,,,,,,,,
Gamestop,3608 Forbes Ave,Pittsburgh,PA,15213,40.44063843,-79.95798798,3.5,3,0,TRUE,2,,,,,,"Books, Mags, Music & Video, Electronics, Videos & Video Game Rental, Shopping, Mobile Phones, Video Game Stores",Books,, Mags, Music , Video, Electronics, Videos , Video Game Rental, Shopping, Mobile Phones, Video Game Stores,,,,,,,,,,,,,,
Dreadnought Wines Ltd,2013 Penn Ave,Pittsburgh,PA,15222,40.4514961,-79.9837927,2.5,3,0,TRUE,,,,,TRUE,,"Education, Food, Beer, Wine & Spirits",Education,, Food, Beer, Wine , Spirits,,,,,,,,,,,,,,,,,,,
Perlora Leather,2837 Smallman St,Pittsburgh,PA,15222,40.4585269,-79.975482,5,3,1,TRUE,3,,,,,,"Home & Garden, Shopping Centers, Shopping, Furniture Stores",Home ,, Garden, Shopping Centers, Shopping, Furniture Stores,,,,,,,,,,,,,,,,,,,
Defelice's Deli,3134 Millers Run Rd,Cecil,PA,15321,40.3217042,-80.1993564,3.5,7,1,TRUE,2,,,,,,"Delis, Restaurants",Delis,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Smokey Bones Bar & Fire Grill,6050 Robinson Ctr,Robinson Township,PA,15205,40.45063745,-80.16058595,3.5,77,1,TRUE,2,full_bar,free,,,,"Restaurants, Burgers, American (Traditional), Barbeque",Restaurants,, Burgers, American (Traditional), Barbeque,,,,,,,,,,,,,,,,,,,,
The Dentists at Shadyside Place,"580 S Aiken Ave, Ste 620",Pittsburgh,PA,15232,40.4533705,-79.9377806,3.5,5,1,TRUE,,,,,,TRUE,"Cosmetic Dentists, Orthodontists, Periodontists, Dentists, Health & Medical",Cosmetic Dentists,, Orthodontists, Periodontists, Dentists, Health , Medical,,,,,,,,,,,,,,,,,,
Kards Unlimited,5522 Walnut St,Pittsburgh,PA,15232,40.4512012,-79.9328073,4.5,49,1,TRUE,2,,,TRUE,FALSE,,"Books, Mags, Music & Video, Shopping, Arts & Crafts, Bookstores, Event Planning & Services, Cards & Stationery, Gift Shops, Flowers & Gifts",Books,, Mags, Music , Video, Shopping, Arts , Crafts, Bookstores, Event Planning , Services, Cards , Stationery, Gift Shops, Flowers , Gifts,,,,,,,,,
"Or, The Whale",463 Blvd of the Allies,Pittsburgh,PA,15219,40.437299,-79.9984685,4,155,1,TRUE,2,full_bar,free,,,,"Seafood, Breakfast & Brunch, Nightlife, Restaurants, Bars, American (Traditional)",Seafood,, Breakfast , Brunch, Nightlife, Restaurants, Bars, American (Traditional),,,,,,,,,,,,,,,,,
Penn Station East Coast Subs,808 Liberty Ave,Pittsburgh,PA,15222,40.4425142,-79.9987478,3,27,1,TRUE,1,none,no,,,,"American (Traditional), Restaurants, Sandwiches, Cheesesteaks",American (Traditional),, Restaurants, Sandwiches, Cheesesteaks,,,,,,,,,,,,,,,,,,,,
Meyers Management,"5 Bayard Rd, Fl 1",Pittsburgh,PA,15213,40.452713,-79.942531,3,8,1,TRUE,,,,,,FALSE,"Home Services, Real Estate, Apartments",Home Services,, Real Estate, Apartments,,,,,,,,,,,,,,,,,,,,,
Amazing Yoga,1506 E Carson St,Pittsburgh,PA,15203,40.4286818,-79.9831047,4.5,18,1,TRUE,,,,,,FALSE,"Yoga, Active Life, Fitness & Instruction",Yoga,, Active Life, Fitness , Instruction,,,,,,,,,,,,,,,,,,,,
The Brix at 26,75 S 26th St,Pittsburgh,PA,15203,40.4267097,-79.9684478,5,11,1,TRUE,,,,,,FALSE,"Apartments, Real Estate, Home Services",Apartments,, Real Estate, Home Services,,,,,,,,,,,,,,,,,,,,,
Madres Mexican,200 Monroeville Mall,Monroeville,PA,15146,40.4291832,-79.7954593,2.5,7,0,TRUE,1,,,,,,"Mexican, Restaurants",Mexican,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Dairy Queen,169 Jamison Ln,Monroeville,PA,15146,40.42774182,-79.78857979,4.5,4,1,TRUE,1,,,,,,"Restaurants, Food, Ice Cream & Frozen Yogurt, Fast Food",Restaurants,, Food, Ice Cream , Frozen Yogurt, Fast Food,,,,,,,,,,,,,,,,,,,
Danny's Pizza,4851 Clairton Blvd,Pittsburgh,PA,15236,40.3499998,-79.9763527,4,18,1,TRUE,1,none,no,,,,"Restaurants, Pizza",Restaurants,, Pizza,,,,,,,,,,,,,,,,,,,,,,
Emil's Lounge,414 Hawkins Ave,Braddock,PA,15104,40.413709,-79.880269,4.5,42,1,TRUE,2,full_bar,no,,,,"American (New), Sandwiches, Bars, Nightlife, Restaurants, Lounges",American (New),, Sandwiches, Bars, Nightlife, Restaurants, Lounges,,,,,,,,,,,,,,,,,,
Supertint,4034 Brownsville Rd,Pittsburgh,PA,15227,40.367244,-79.980469,5,4,1,TRUE,,,,,,TRUE,"Home Services, Shades & Blinds, Home Window Tinting, Glass & Mirrors",Home Services,, Shades , Blinds, Home Window Tinting, Glass , Mirrors,,,,,,,,,,,,,,,,,,
Crazy Mocha,2100 Murray Ave,Pittsburgh,PA,15217,40.4335363,-79.9232551,3.5,37,1,TRUE,1,,free,,TRUE,,"Food, Coffee & Tea",Food,, Coffee , Tea,,,,,,,,,,,,,,,,,,,,,
Eyetique,2242 Murray Ave,Pittsburgh,PA,15217,40.4315597,-79.9234251,3.5,27,1,TRUE,3,,,TRUE,TRUE,FALSE,"Shopping, Health & Medical, Optometrists, Eyewear & Opticians",Shopping,, Health , Medical, Optometrists, Eyewear , Opticians,,,,,,,,,,,,,,,,,,
Living Juicy,5892 Ellsworth Ave,Pittsburgh,PA,15232,40.4580184,-79.9275787,4.5,13,0,TRUE,1,,free,,,,"Restaurants, Juice Bars & Smoothies, Food, Cafes",Restaurants,, Juice Bars , Smoothies, Food, Cafes,,,,,,,,,,,,,,,,,,,
Wendy's,113 Cavasina Dr,Canonsburg,PA,15317,40.2634088,-80.1738737,2,6,1,TRUE,1,,free,,,,"Restaurants, Burgers, Fast Food",Restaurants,, Burgers, Fast Food,,,,,,,,,,,,,,,,,,,,,
Donte's Pizzeria,6409 Brownsville Rd,Pittsburgh,PA,15236,40.31836,-79.9958954,4.5,38,1,TRUE,1,none,free,,TRUE,,"Restaurants, Pizza",Restaurants,, Pizza,,,,,,,,,,,,,,,,,,,,,,
Brews Brothers Six Pack Emporium,315 Mount Lebanon Blvd,Castle Shannon,PA,15234,40.3693662,-80.0354764,3,6,1,TRUE,2,,,,,,"Food, Beer, Wine & Spirits",Food,, Beer, Wine , Spirits,,,,,,,,,,,,,,,,,,,,
The Summit,200 Shiloh St,Pittsburgh,PA,15211,40.43071171,-80.00749105,4.5,121,1,TRUE,2,full_bar,free,FALSE,FALSE,,"Nightlife, Restaurants, Lounges, Wine Bars, Bars, Pubs, Cocktail Bars, American (New)",Nightlife,, Restaurants, Lounges, Wine Bars, Bars, Pubs, Cocktail Bars, American (New),,,,,,,,,,,,,,,,
Medpain,3950 William Penn Hwy,Murrysville,PA,15668,40.42760414,-79.69547558,1,3,0,,,,,,,,"Health & Medical, Pain Management, Doctors",Health ,, Medical, Pain Management, Doctors,,,,,,,,,,,,,,,,,,,,
Bella Donne Pizza,461 Perry Hwy,Pittsburgh,PA,15229,40.5203048,-80.0328622,2.5,3,0,,,,,,,,"Pizza, Restaurants",Pizza,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Best Buy,473 Clairton Blvd,Pittsburgh,PA,15236,40.3348408,-79.9448091,3,9,1,TRUE,2,,,,,,"Shopping, Electronics, Appliances, Local Services, Computers, Home & Garden, IT Services & Computer Repair, Appliances & Repair",Shopping,, Electronics, Appliances, Local Services, Computers, Home , Garden, IT Services , Computer Repair, Appliances , Repair,,,,,,,,,,,,,
La Feria,5527 Walnut St,Pittsburgh,PA,15232,40.451707,-79.9328251,4,94,1,TRUE,2,none,no,,FALSE,,"Peruvian, Latin American, Restaurants",Peruvian,, Latin American, Restaurants,,,,,,,,,,,,,,,,,,,,,
Cafe Zinho,238 Spahr St,Pittsburgh,PA,15232,40.4578271,-79.9275319,4,80,1,FALSE,2,none,no,,TRUE,,"Restaurants, Mediterranean, Portuguese",Restaurants,, Mediterranean, Portuguese,,,,,,,,,,,,,,,,,,,,,
Pat Catan's,1250 Chartiers Ave,McKees Rocks,PA,15136,40.4654694,-80.0736856,4,3,1,TRUE,1,,,,TRUE,,"Shopping, Art Supplies, Arts & Crafts",Shopping,, Art Supplies, Arts , Crafts,,,,,,,,,,,,,,,,,,,,
Salud,4517 Butler St,Pittsburgh,PA,15201,40.472751,-79.959173,4,41,0,TRUE,2,full_bar,free,,,,"Bars, Nightlife, Restaurants, Cuban",Bars,, Nightlife, Restaurants, Cuban,,,,,,,,,,,,,,,,,,,,
Wendy's,2280 Lebanon Church Rd,West Mifflin,PA,15122,40.3484629,-79.9428923,3,4,1,TRUE,1,none,,,,,"Fast Food, Burgers, Restaurants",Fast Food,, Burgers, Restaurants,,,,,,,,,,,,,,,,,,,,,
Marshalls,954 Freeport Rd,Pittsburgh,PA,15238,40.48907593,-79.89154055,3.5,7,1,TRUE,1,,,,,,"Shopping, Fashion, Department Stores",Shopping,, Fashion, Department Stores,,,,,,,,,,,,,,,,,,,,,
Quality Inn & Suites,8 Landings Drive,Pittsburgh,PA,15238,40.5400204,-79.8279672,2.5,3,1,,,,,,,,"Hotels, Hotels & Travel, Event Planning & Services",Hotels,, Hotels , Travel, Event Planning , Services,,,,,,,,,,,,,,,,,,,
Nancy B's Bakery,415 7th Ave,West Homestead,PA,15120,40.4028552,-79.9171699,5,54,1,FALSE,1,,,,TRUE,,"Food, Bakeries",Food,, Bakeries,,,,,,,,,,,,,,,,,,,,,,
Cya Messenger Service,405 McNeilly Rd,Pittsburgh,PA,15226,40.383224,-80.0136478,5,4,1,,,,,,,,"Notaries, Local Services",Notaries,, Local Services,,,,,,,,,,,,,,,,,,,,,,
Hampton Community Park,3101 McCully Rd,Allison Park,PA,15101,40.58529024,-79.93761476,4,4,1,,,,,,,,"Kids Activities, Active Life, Swimming Pools, Tennis, Parks",Kids Activities,, Active Life, Swimming Pools, Tennis, Parks,,,,,,,,,,,,,,,,,,,
