NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,
McDonald's,4557 Ohio River Blvd,Pittsburgh,PA,15202,40.49215112,-80.06218627,3,8,1,TRUE,1,none,free,,,,"Food, Burgers, Fast Food, Restaurants, Coffee & Tea",Food, Burgers, Fast Food, Restaurants, Coffee , Tea,,,,,,,,,,,,,,
Primanti Bros,3803 Forbes Ave,Pittsburgh,PA,15213,40.4417626,-79.9569319,3.5,277,1,TRUE,1,beer_and_wine,no,,TRUE,,"American (Traditional), Restaurants, American (New), Sandwiches, Sports Bars, Bars, Nightlife",American (Traditional), Restaurants, American (New), Sandwiches, Sports Bars, Bars, Nightlife,,,,,,,,,,,,,
Pizza Hut,"3355 Route 130, Ste 1",Harrison City,PA,15636,40.354864,-79.6515797,2.5,4,1,TRUE,2,none,,,FALSE,,"Italian, Pizza, Restaurants, Chicken Wings",Italian, Pizza, Restaurants, Chicken Wings,,,,,,,,,,,,,,,,
Oya Sushi & Korean Grill,325 Mt Lebanon Blvd,Pittsburgh,PA,15234,40.3694983,-80.0351415,4.5,63,1,TRUE,2,none,free,FALSE,TRUE,,"Japanese, Sushi Bars, Restaurants, Korean",Japanese, Sushi Bars, Restaurants, Korean,,,,,,,,,,,,,,,,
Souper Bowl,910 5th Ave,Pittsburgh,PA,15219,40.43867487,-79.99126668,3.5,34,1,TRUE,1,full_bar,,,,,"Restaurants, Bars, Nightlife, American (Traditional)",Restaurants, Bars, Nightlife, American (Traditional),,,,,,,,,,,,,,,,
Mia Madre Trattoria,649 California Ave,Pittsburgh,PA,15202,40.4736321,-80.0969955,3.5,28,1,TRUE,3,full_bar,no,FALSE,TRUE,,"Desserts, Italian, Food, Pizza, Restaurants",Desserts, Italian, Food, Pizza, Restaurants,,,,,,,,,,,,,,,
Lola Bistro,1100 Galveston Ave,Pittsburgh,PA,15233,40.453668,-80.01689,4.5,57,1,TRUE,2,none,free,,,,"Bistros, American (New), Restaurants",Bistros, American (New), Restaurants,,,,,,,,,,,,,,,,,
B&B Fired Up Goodness,5750 Ellsworth Ave,Pittsburgh,PA,15232,40.4557053,-79.930891,3,14,0,TRUE,2,,,,,,"Restaurants, Bars, Beer Bar, Sandwiches, Nightlife, Barbeque",Restaurants, Bars, Beer Bar, Sandwiches, Nightlife, Barbeque,,,,,,,,,,,,,,
Amato's Pizza,376 Butler St,Pittsburgh,PA,15223,40.4970872,-79.9437001,3,8,1,FALSE,1,none,no,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Pizza Perfectta,258 S Highland Ave,Pittsburgh,PA,15206,40.4572561,-79.9253542,4,104,1,TRUE,2,none,no,,TRUE,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Casbah,229 S Highland Ave,Pittsburgh,PA,15206,40.4581413,-79.9248403,4,366,1,TRUE,3,full_bar,free,FALSE,TRUE,,"Cocktail Bars, Diners, Nightlife, Greek, Breakfast & Brunch, Mediterranean, Restaurants, Bars, Wine Bars",Cocktail Bars, Diners, Nightlife, Greek, Breakfast , Brunch, Mediterranean, Restaurants, Bars, Wine Bars,,,,,,,,,,
Plaza Azteca,1000 Sutherland Dr,Pittsburgh,PA,15205,40.45648,-80.168472,3.5,152,1,TRUE,2,full_bar,free,,TRUE,,"Seafood, Restaurants, Mexican, Vegetarian",Seafood, Restaurants, Mexican, Vegetarian,,,,,,,,,,,,,,,,
Pizza Capri,101 W Ohara St,Mc Donald,PA,15057,40.36810828,-80.2347812,3.5,3,1,FALSE,1,,,,,,"Pizza, Restaurants, Breakfast & Brunch",Pizza, Restaurants, Breakfast , Brunch,,,,,,,,,,,,,,,,
Calabria's Italian Restaurant,4911 Penn Ave,Pittsburgh,PA,15224,40.4654547,-79.9447111,2.5,3,0,,,,no,,,,"Italian, Pizza, Restaurants",Italian, Pizza, Restaurants,,,,,,,,,,,,,,,,,
Emilia Romagna,108 19th St,Pittsburgh,PA,15222,40.450978,-79.9849056,3,9,0,TRUE,2,full_bar,,,,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
Subway,5438 Centre Ave,Pittsburgh,PA,15232,40.4563658,-79.9367206,2.5,6,1,TRUE,1,none,no,,,,"Sandwiches, Restaurants, Fast Food",Sandwiches, Restaurants, Fast Food,,,,,,,,,,,,,,,,,
Istanbul,4130 Butler St,Pittsburgh,PA,15201,40.4701982,-79.9605128,3,9,0,,2,none,,,,,"Turkish, Restaurants, Middle Eastern",Turkish, Restaurants, Middle Eastern,,,,,,,,,,,,,,,,,
Rey Azteca,9399 State Rt 30,Irwin,PA,15642,40.323694,-79.698647,4.5,16,0,TRUE,1,,,,,,"Mexican, Restaurants",Mexican, Restaurants,,,,,,,,,,,,,,,,,,
Nied's Hotel,5438 Butler St,Pittsburgh,PA,15201,40.4833186,-79.9498249,3.5,32,1,TRUE,1,full_bar,no,,FALSE,,"Bars, Nightlife, Sandwiches, Seafood, American (Traditional), Dive Bars, Restaurants",Bars, Nightlife, Sandwiches, Seafood, American (Traditional), Dive Bars, Restaurants,,,,,,,,,,,,,
Subway,308 Cochran Rd,Pittsburgh,PA,15228,40.3810735,-80.0523998,2.5,3,1,,,,,,,,"Restaurants, Sandwiches, Fast Food",Restaurants, Sandwiches, Fast Food,,,,,,,,,,,,,,,,,
Round The Corner Carry Out,2056 Saxonburg Blvd,Gibsonia,PA,15044,40.62557729,-79.86075732,5,9,1,TRUE,1,none,,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Express Pizzeria,2760 Saw Mill Run Blvd,Pittsburgh,PA,15227,40.37827275,-79.9909002,3.5,9,1,TRUE,1,none,free,FALSE,TRUE,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Fox's Pizza Den,902 Brookline Blvd,Pittsburgh,PA,15226,40.392837,-80.01913,4,10,1,TRUE,1,none,free,,TRUE,,"Italian, Pizza, Sandwiches, Restaurants",Italian, Pizza, Sandwiches, Restaurants,,,,,,,,,,,,,,,,
Banhmilicious,54 21st St,Pittsburgh,PA,15222,40.45210314,-79.98384293,3.5,18,1,TRUE,2,,,,,,"Vegetarian, Vietnamese, Restaurants, Nightlife, Sandwiches, Bars, Asian Fusion",Vegetarian, Vietnamese, Restaurants, Nightlife, Sandwiches, Bars, Asian Fusion,,,,,,,,,,,,,
Vocelli Pizza,4500 Butler St,Pittsburgh,PA,15201,40.4720853,-79.9590023,3,6,0,TRUE,2,,,,,,"Restaurants, Food, Pizza, Italian",Restaurants, Food, Pizza, Italian,,,,,,,,,,,,,,,,
Exit4pizza,183 Butler St,Etna,PA,15223,40.4933699,-79.94851995,4,3,1,,,,,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
China Star,"Mcintyre Square Shopping Ctr, 3200 McIntyre Square Dr",Pittsburgh,PA,15237,40.55335802,-80.01589534,3.5,43,0,TRUE,2,beer_and_wine,no,,TRUE,,"Food, Food Delivery Services, Restaurants, Chinese, Szechuan",Food, Food Delivery Services, Restaurants, Chinese, Szechuan,,,,,,,,,,,,,,,
King's Family Restaurant,105 VIP Dr,Wexford,PA,15090,40.617185,-80.0940255,3,14,0,TRUE,1,none,free,,FALSE,,"Restaurants, American (Traditional)",Restaurants, American (Traditional),,,,,,,,,,,,,,,,,,
The Melting Pot - Pittsburgh,125 W Station Square Dr,Pittsburgh,PA,15219,40.4330076,-80.0045618,4,157,1,TRUE,3,full_bar,no,,TRUE,,"Fondue, Restaurants",Fondue, Restaurants,,,,,,,,,,,,,,,,,,
Tandoor Indian Grill,4519 Centre Ave,Pittsburgh,PA,15213,40.4517965,-79.9527148,3,23,0,TRUE,2,none,no,,TRUE,,"Indian, Restaurants",Indian, Restaurants,,,,,,,,,,,,,,,,,,
Brighton Hot Dog Shoppe,2401 Noblestown Rd,Pittsburgh,PA,15205,40.4268539,-80.0572694,4,27,1,TRUE,1,none,no,,,,"Hot Dogs, Fast Food, Burgers, Restaurants",Hot Dogs, Fast Food, Burgers, Restaurants,,,,,,,,,,,,,,,,
McDonald's,11591 Frankstown Rd,Pittsburgh,PA,15235,40.46509983,-79.82895128,1.5,4,1,TRUE,1,,free,,,,"Fast Food, Food, Coffee & Tea, Burgers, Restaurants",Fast Food, Food, Coffee , Tea, Burgers, Restaurants,,,,,,,,,,,,,,
M&J Bistro,2017 E Carson St,Pittsburgh,PA,15203,40.4287193,-79.9769083,4,19,0,TRUE,3,full_bar,,,,,"Chinese, Restaurants, Sushi Bars, Cocktail Bars, Bars, Nightlife, Noodles, Asian Fusion, American (New)",Chinese, Restaurants, Sushi Bars, Cocktail Bars, Bars, Nightlife, Noodles, Asian Fusion, American (New),,,,,,,,,,,
Pittsburgh Steak Company,1924 E Carson St,Pittsburgh,PA,15203,40.428324,-79.978097,2.5,73,0,TRUE,2,full_bar,no,,FALSE,,"Restaurants, Steakhouses",Restaurants, Steakhouses,,,,,,,,,,,,,,,,,,
Johnny's Wife's Place II,100 Tropiano Ln,Irwin,PA,15642,40.370713,-79.68212889,3,16,0,TRUE,2,full_bar,free,,,,"Restaurants, American (New)",Restaurants, American (New),,,,,,,,,,,,,,,,,,
Einstein Bros Bagels,1736 Washington Rd,Pittsburgh,PA,15241,40.3475049,-80.05454063,2.5,5,0,TRUE,1,none,,,,,"Restaurants, Breakfast & Brunch, Bagels, Food",Restaurants, Breakfast , Brunch, Bagels, Food,,,,,,,,,,,,,,,
Eat Unique,305 S Craig St,Pittsburgh,PA,15213,40.4456076,-79.9485834,3.5,131,1,TRUE,1,none,no,,TRUE,,"Restaurants, Delis",Restaurants, Delis,,,,,,,,,,,,,,,,,,
AJ's Burger & Peruvian Rotisserie Chicken,422 Semple St,Pittsburgh,PA,15213,40.436447,-79.954538,3.5,23,1,TRUE,2,none,,,,,"Peruvian, Vegetarian, Seafood, American (Traditional), Restaurants, Latin American, Burgers",Peruvian, Vegetarian, Seafood, American (Traditional), Restaurants, Latin American, Burgers,,,,,,,,,,,,,
McDonald's,2518 W Liberty Rd,Pittsburgh,PA,15226,40.39880902,-80.02649546,2,18,1,TRUE,1,none,free,,,,"Food, Fast Food, Burgers, Coffee & Tea, Restaurants",Food, Fast Food, Burgers, Coffee , Tea, Restaurants,,,,,,,,,,,,,,
Kings,4310 Northern Pike,Monroeville,PA,15146,40.433628,-79.751833,3.5,15,1,TRUE,1,none,free,,,,"Burgers, American (Traditional), Breakfast & Brunch, Restaurants, Sandwiches",Burgers, American (Traditional), Breakfast , Brunch, Restaurants, Sandwiches,,,,,,,,,,,,,,
Mesa,221 Schenley Dr,Pittsburgh,PA,15213,40.44259679,-79.95286677,3.5,7,1,,,,,,,,"Breakfast & Brunch, New Mexican Cuisine, Restaurants",Breakfast , Brunch, New Mexican Cuisine, Restaurants,,,,,,,,,,,,,,,,
Tan Lac Vien,2114 Murray Ave,Pittsburgh,PA,15217,40.4331995,-79.9232148,3.5,201,1,TRUE,2,none,no,,,,"Food, Vegetarian, Vietnamese, Restaurants",Food, Vegetarian, Vietnamese, Restaurants,,,,,,,,,,,,,,,,
Khoo's Garden,"1130 Perry Hwy, Ste 26",Pittsburgh,PA,15237,40.5482139,-80.0355079,3.5,24,1,TRUE,1,none,free,,TRUE,,"Restaurants, Chinese",Restaurants, Chinese,,,,,,,,,,,,,,,,,,
Cocina Latina,528 Clever Rd,Mc Kees Rocks,PA,15136,40.4661258,-80.1359601,4.5,15,1,TRUE,,none,,,,,"Food Delivery Services, Food, Latin American, Tacos, Restaurants, Mexican",Food Delivery Services, Food, Latin American, Tacos, Restaurants, Mexican,,,,,,,,,,,,,,
Osteria 2350,2350 Railroad St,Pittsburgh,PA,15222,40.45452362,-79.98257529,3.5,69,1,TRUE,2,full_bar,free,TRUE,TRUE,,"Sandwiches, Pizza, Italian, Restaurants",Sandwiches, Pizza, Italian, Restaurants,,,,,,,,,,,,,,,,
Lotus Food,1649 Penn Ave,Pittsburgh,PA,15222,40.4497888,-79.9863634,4,88,1,TRUE,1,,,,TRUE,,"Food, Taiwanese, Grocery, Restaurants, Specialty Food",Food, Taiwanese, Grocery, Restaurants, Specialty Food,,,,,,,,,,,,,,,
Monterey Bay Fish Grotto,1411 Grandview Ave,Pittsburgh,PA,15211,40.439059,-80.021242,4,378,1,TRUE,3,full_bar,free,,TRUE,,"Wine Bars, Nightlife, Bars, Cocktail Bars, Seafood, Restaurants",Wine Bars, Nightlife, Bars, Cocktail Bars, Seafood, Restaurants,,,,,,,,,,,,,,
Saladtime,"1597 Washington Rd, Ste B-16",Bridgeville,PA,15017,40.3552916,-80.1142558,4,5,0,TRUE,,,,,,,"Restaurants, Salad",Restaurants, Salad,,,,,,,,,,,,,,,,,,
Bonefish Grill,1835 Washington Rd,Upper St Clair,PA,15241,40.34511782,-80.0568614,3.5,106,1,TRUE,2,full_bar,no,,,,"Restaurants, Bars, Seafood, Nightlife, Cocktail Bars, American (New)",Restaurants, Bars, Seafood, Nightlife, Cocktail Bars, American (New),,,,,,,,,,,,,,
Pittsburgh Steak Company,1924 E Carson St,Pittsburgh,PA,15203,40.428324,-79.978097,2.5,11,0,,,,,,,,"Seafood, Sushi Bars, Restaurants, Steakhouses",Seafood, Sushi Bars, Restaurants, Steakhouses,,,,,,,,,,,,,,,,
Panda Chinese Kitchen,590 W Pike St,Canonsburg,PA,15317,40.2574515,-80.2041613,2,4,1,,,none,,,,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Hook Fish & Chicken,6960 5th Ave,Pittsburgh,PA,15208,40.4583807,-79.9078776,3,13,1,FALSE,1,none,no,,,,"Chicken Wings, Restaurants",Chicken Wings, Restaurants,,,,,,,,,,,,,,,,,,
Zuko's Pizza,1009 5th Ave,Coraopolis,PA,15108,40.51741855,-80.16392346,4,8,1,TRUE,,,,,,,"Pizza, Salad, Restaurants, Chicken Wings",Pizza, Salad, Restaurants, Chicken Wings,,,,,,,,,,,,,,,,
Great Wall Chinese Cuisine,1768 Golden Mile Hwy,Monroeville,PA,15146,40.4446993,-79.7127968,3.5,3,0,TRUE,1,none,no,,,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Gia Visto,4366 Old William Penn Hwy,Monroeville,PA,15146,40.443404,-79.769506,4,59,1,TRUE,2,none,free,,TRUE,,"Italian, Shopping, Cooking Classes, Event Planning & Services, Restaurants, Arts & Crafts, Caterers",Italian, Shopping, Cooking Classes, Event Planning , Services, Restaurants, Arts , Crafts, Caterers,,,,,,,,,,,
QDOBA Mexican Eats,808 Liberty Ave,Pittsburgh,PA,15222,40.4425418,-79.9988366,3.5,11,1,TRUE,1,none,free,,TRUE,,"Restaurants, Caterers, Event Planning & Services, Mexican, Fast Food",Restaurants, Caterers, Event Planning , Services, Mexican, Fast Food,,,,,,,,,,,,,,
Simmie's Restaurant,8500 Frankstown Rd,Pittsburgh,PA,15235,40.45807,-79.8754366,4.5,5,1,TRUE,2,,no,,,,"American (Traditional), Soul Food, Restaurants",American (Traditional), Soul Food, Restaurants,,,,,,,,,,,,,,,,,
Wiggy's,2350 Noblestown Rd,Pittsburgh,PA,15205,40.4276163,-80.0555006,4,46,1,TRUE,1,none,no,,FALSE,,"Chicken Wings, Restaurants, Sandwiches, Salad",Chicken Wings, Restaurants, Sandwiches, Salad,,,,,,,,,,,,,,,,
Anthony's Coal Fired Pizza,102 McDowell Ln,Canonsburg,PA,15317,40.27006532,-80.1293315,3.5,68,1,TRUE,2,full_bar,free,,,,"Pizza, Restaurants, Salad, Chicken Wings",Pizza, Restaurants, Salad, Chicken Wings,,,,,,,,,,,,,,,,
Onion Maiden,639 E Warrington Ave,Pittsburgh,PA,15210,40.421899,-79.9959611,4.5,81,1,FALSE,2,none,no,,,,"Restaurants, Food, Street Vendors, Vegetarian, Asian Fusion, Vegan",Restaurants, Food, Street Vendors, Vegetarian, Asian Fusion, Vegan,,,,,,,,,,,,,,
Osteria Pasqualino,4430 William Penn Hwy,Murrysville,PA,15668,40.42496,-79.66994,3,53,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Pizza, Restaurants, Italian",Pizza, Restaurants, Italian,,,,,,,,,,,,,,,,,
Applebee's Grill + Bar,3440 William Penn Hwy,Pittsburgh,PA,15235,40.429457,-79.811206,2.5,27,1,TRUE,2,full_bar,free,,,,"Chicken Wings, Nightlife, Restaurants, Steakhouses, Sports Bars, Burgers, Bars, Sandwiches, American (Traditional)",Chicken Wings, Nightlife, Restaurants, Steakhouses, Sports Bars, Burgers, Bars, Sandwiches, American (Traditional),,,,,,,,,,,
Hambone's Neighborhood Bar and Grill,4207 Butler St,Pittsburgh,PA,15201,40.470474,-79.960431,3.5,81,1,TRUE,1,full_bar,free,FALSE,TRUE,,"Burgers, Restaurants, Bars, Nightlife, Pubs, American (New)",Burgers, Restaurants, Bars, Nightlife, Pubs, American (New),,,,,,,,,,,,,,
Your Inner Vagabond,4130 Butler Ave,Pittsburgh,PA,15201,40.4701983,-79.9605124,3,6,0,TRUE,1,none,free,,TRUE,,"Food, Vegetarian, Coffee & Tea, Restaurants, Desserts, Middle Eastern",Food, Vegetarian, Coffee , Tea, Restaurants, Desserts, Middle Eastern,,,,,,,,,,,,,
Au Bon Pain,707 Grant St,Pittsburgh,PA,15219,40.4424701,-79.995298,3.5,8,1,TRUE,2,none,,,,,"Bakeries, Sandwiches, Food, Restaurants",Bakeries, Sandwiches, Food, Restaurants,,,,,,,,,,,,,,,,
Eddie V's Prime Seafood,501 Grant St,Pittsburgh,PA,15219,40.4399628,-79.9969732,4.5,115,1,TRUE,3,full_bar,free,FALSE,TRUE,,"Nightlife, Steakhouses, Seafood, Bars, Restaurants, Lounges",Nightlife, Steakhouses, Seafood, Bars, Restaurants, Lounges,,,,,,,,,,,,,,
Chicken Derby,10 Old Clairton Rd,Pittsburgh,PA,15236,40.3398124,-79.9654559,3.5,11,0,TRUE,2,none,,,TRUE,,"Pizza, Restaurants, Delis",Pizza, Restaurants, Delis,,,,,,,,,,,,,,,,,
Gennaro's Pizza & Pub,1728 E Carson St,Pittsburgh,PA,15203,40.4285784,-79.9810547,3,69,1,TRUE,1,none,free,,,,"Italian, Desserts, Food, Greek, Restaurants, Pizza",Italian, Desserts, Food, Greek, Restaurants, Pizza,,,,,,,,,,,,,,
Little Caesars Pizza,2953 West Liberty Ave,Pittsburgh,PA,15216,40.3941422,-80.0355641,1.5,6,1,TRUE,1,none,no,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Top This! On Brilliant,17 Brilliant Ave,Aspinwall,PA,15215,40.489356,-79.9012144,4.5,12,0,TRUE,1,none,free,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Labriola's Italian Market,4039 Monroeville Blvd,Monroeville,PA,15146,40.4355884,-79.7689523,3.5,14,1,TRUE,2,none,no,,,,"Grocery, Delis, Food, Sandwiches, Restaurants",Grocery, Delis, Food, Sandwiches, Restaurants,,,,,,,,,,,,,,,
Domino's Pizza,2600 Ardmore Blvd,Pittsburgh,PA,15221,40.4134701,-79.8458021,1.5,23,1,TRUE,1,,no,,FALSE,,"Chicken Wings, Sandwiches, Pizza, Restaurants",Chicken Wings, Sandwiches, Pizza, Restaurants,,,,,,,,,,,,,,,,
Table Brick Oven and Bar,200 Lakeside Dr N,Canonsburg,PA,15317,40.2691661,-80.1331759,3.5,16,0,TRUE,2,full_bar,no,,TRUE,,"Restaurants, Nightlife, American (New), Bars",Restaurants, Nightlife, American (New), Bars,,,,,,,,,,,,,,,,
Angie's Restaurant,111 Middle Ave,Wilmerding,PA,15148,40.3953724,-79.8034739,4,5,1,FALSE,2,,no,,,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
Pasta II,718 Brookline Blvd,Pittsburgh,PA,15226,40.3941874,-80.0211363,3.5,6,0,TRUE,2,none,,,,,"Pizza, Restaurants, Italian",Pizza, Restaurants, Italian,,,,,,,,,,,,,,,,,
Lotsa Stone Fired Pizza,3621 Forbes Ave,Pittsburgh,PA,15213,40.4411185,-79.9578237,3.5,35,1,TRUE,1,none,free,FALSE,TRUE,,"Gluten-Free, Restaurants, Vegan, Salad, Barbeque, Hawaiian, Pizza",Gluten-Free, Restaurants, Vegan, Salad, Barbeque, Hawaiian, Pizza,,,,,,,,,,,,,
Denny's,3980 William Penn Hwy,Monroeville,PA,15146,40.4380163,-79.77239236,3.5,36,1,TRUE,1,none,free,,,,"Diners, Breakfast & Brunch, Restaurants, American (Traditional)",Diners, Breakfast , Brunch, Restaurants, American (Traditional),,,,,,,,,,,,,,,
Bella Vista,1204 Grandview Ave,Pittsburgh,PA,15211,40.4379704,-80.0183184,3.5,58,1,TRUE,3,full_bar,no,FALSE,TRUE,,"Steakhouses, Restaurants, Nightlife, Italian, Wine Bars, Bars",Steakhouses, Restaurants, Nightlife, Italian, Wine Bars, Bars,,,,,,,,,,,,,,
Sauce,500 Washington Ave,Bridgeville,PA,15017,40.3584464,-80.1125835,3,84,0,TRUE,2,full_bar,free,,,,"Restaurants, Breakfast & Brunch, Italian, American (New), Burgers",Restaurants, Breakfast , Brunch, Italian, American (New), Burgers,,,,,,,,,,,,,,
Fox's Pizza Den,5700 Homeville Rd,West Mifflin,PA,15122,40.3663438,-79.8714425,4,4,1,TRUE,1,,,,,,"Pizza, Restaurants, Sandwiches, Salad",Pizza, Restaurants, Sandwiches, Salad,,,,,,,,,,,,,,,,
Doubleday's,121 6th St,Pittsburgh,PA,15222,40.4435521,-80.0022028,3.5,23,0,TRUE,1,full_bar,no,,FALSE,,"Sports Bars, Bars, Nightlife, Burgers, Restaurants",Sports Bars, Bars, Nightlife, Burgers, Restaurants,,,,,,,,,,,,,,,
Honeymoon Chinese Restaurant,2021 Clay Pike,Irwin,PA,15642,40.3043179,-79.7265755,4.5,3,1,TRUE,2,,,,,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,4611 Forbes Ave,Pittsburgh,PA,15213,40.44454131,-79.9480805,2.5,12,1,TRUE,1,none,no,,,,"Fast Food, Mexican, Restaurants",Fast Food, Mexican, Restaurants,,,,,,,,,,,,,,,,,
Charley's Grilled Subs,100 Robinson Center Dr,Pittsburgh,PA,15205,40.45399435,-80.15716246,2.5,3,1,TRUE,,,,,,,"Restaurants, Sandwiches",Restaurants, Sandwiches,,,,,,,,,,,,,,,,,,
Pizza Hut,1112 Washington Pike,Bridgeville,PA,15017,40.3672648,-80.1040994,2,4,1,TRUE,,,,,FALSE,,"Chicken Wings, Pizza, Italian, Restaurants",Chicken Wings, Pizza, Italian, Restaurants,,,,,,,,,,,,,,,,
Kabob-G Grill,3821 Willow Ave,Pittsburgh,PA,15234,40.3654729,-80.0255984,4.5,56,1,TRUE,2,none,no,FALSE,TRUE,,"Mediterranean, Restaurants, Lebanese, Middle Eastern",Mediterranean, Restaurants, Lebanese, Middle Eastern,,,,,,,,,,,,,,,,
Vocelli Pizza,3060 W Liberty Ave,Pittsburgh,PA,15216,40.3920559,-80.0382876,3.5,8,1,TRUE,1,,no,,TRUE,,"Chicken Wings, Salad, Restaurants, Pizza",Chicken Wings, Salad, Restaurants, Pizza,,,,,,,,,,,,,,,,
Casey's Family Restaurant,3008 William Flynn Hwy,Allison Park,PA,15101,40.5469305,-79.9607342,3.5,14,1,TRUE,2,full_bar,,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Long John Silver's,201 Hoffman Blvd,Duquesne,PA,15110,40.3840693,-79.8637688,2,3,1,TRUE,,,,,,,"Restaurants, Fast Food, Seafood, American (Traditional)",Restaurants, Fast Food, Seafood, American (Traditional),,,,,,,,,,,,,,,,
Gino's Pizza,1610 E Carson St,Pittsburgh,PA,15203,40.4288326,-79.982204,2,24,1,TRUE,1,none,no,,,,"Restaurants, Salad, Pizza, Burgers",Restaurants, Salad, Pizza, Burgers,,,,,,,,,,,,,,,,
Steak 'n Shake,410 Clairton Blvd,Pleasant Hills,PA,15236,40.3357169,-79.9481681,2,29,1,TRUE,1,none,free,,TRUE,,"Sandwiches, American (New), Breakfast & Brunch, Restaurants, Burgers, Fast Food, American (Traditional)",Sandwiches, American (New), Breakfast , Brunch, Restaurants, Burgers, Fast Food, American (Traditional),,,,,,,,,,,,
The Coffee Tree Roasters,10 Old Clairton Rd,Pleasant Hills,PA,15236,40.340052,-79.965678,4.5,20,1,TRUE,2,,free,,,,"Food, Coffee & Tea, Coffee Roasteries, Restaurants, Cafes",Food, Coffee , Tea, Coffee Roasteries, Restaurants, Cafes,,,,,,,,,,,,,,
TJ's Pub,140 Forest Hills Rd,Pittsburgh,PA,15221,40.4343041,-79.8625857,4.5,3,1,,,,,,,,"Restaurants, Bars, American (Traditional), Nightlife, Pubs, Beer Bar",Restaurants, Bars, American (Traditional), Nightlife, Pubs, Beer Bar,,,,,,,,,,,,,,
Dot's Family Restaurant,2634 5th Ave,McKeesport,PA,15132,40.3565092,-79.8330631,4,6,1,FALSE,1,full_bar,no,,,,"American (New), Restaurants",American (New), Restaurants,,,,,,,,,,,,,,,,,,
Mexi-Casa,3001 W Liberty Ave,Pittsburgh,PA,15216,40.392908,-80.0368503,3,75,1,TRUE,2,full_bar,free,,,,"Restaurants, Mexican",Restaurants, Mexican,,,,,,,,,,,,,,,,,,
Panera Bread,942 Freeport Rd,Pittsburgh,PA,15238,40.48917726,-79.8925407,3,19,1,TRUE,1,none,free,,,,"Soup, Bagels, Salad, Food, Bakeries, Breakfast & Brunch, Restaurants, Sandwiches",Soup, Bagels, Salad, Food, Bakeries, Breakfast , Brunch, Restaurants, Sandwiches,,,,,,,,,,,
Long John Silver's,2220 Lebanon Church Rd,West Mifflin,PA,15122,40.3480327,-79.9429342,2,6,1,TRUE,1,none,,,,,"Fast Food, Seafood, Restaurants",Fast Food, Seafood, Restaurants,,,,,,,,,,,,,,,,,
Ni's Wok,703 Merchant St,Ambridge,PA,15003,40.5880106,-80.2285805,3.5,3,1,,,,,,,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Somma Pizza Restaurant & Sports Bar,380 Route 909,Verona,PA,15147,40.5273935,-79.8106615,3.5,28,1,TRUE,2,full_bar,,,,,"Bars, Sports Bars, Nightlife, Restaurants, Pizza",Bars, Sports Bars, Nightlife, Restaurants, Pizza,,,,,,,,,,,,,,,
Oasis Pasta House,"3240 Millers Run Rd, Ste A",Cecil,PA,15321,40.3266862,-80.1921112,4.5,5,1,,2,,,,,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
Bite Bistro,565 Lincoln Ave,Pittsburgh,PA,15202,40.4965988,-80.0577113,4,14,0,TRUE,2,none,,,,,"Restaurants, American (New)",Restaurants, American (New),,,,,,,,,,,,,,,,,,
The Original Gyro,3611 Library Rd,Pittsburgh,PA,15234,40.3651821,-80.0180608,4,33,1,TRUE,1,none,free,,FALSE,,"Greek, Restaurants",Greek, Restaurants,,,,,,,,,,,,,,,,,,
